"source","plotNo","oatName","peaName"
"plot",319,"NC21-6497","Blaze"
"plot",320,"NC21-6497","na"
"plot",175,"NC21-6502","na"
"plot",176,"NC21-6502","Blaze"
"plot",251,"NC21-6502","Blaze"
"plot",252,"NC21-6502","na"
"plot",32,"NC21-6511","Blaze"
"plot",33,"NC21-6511","na"
"plot",169,"NC21-6511","na"
"plot",170,"NC21-6511","Blaze"
"plot",55,"NC21-6576","na"
"plot",56,"NC21-6576","Blaze"
"plot",282,"NC21-6576","Blaze"
"plot",283,"NC21-6576","na"
"plot",92,"NC21-6609","Blaze"
"plot",93,"NC21-6609","na"
"plot",310,"NC21-6609","Blaze"
"plot",311,"NC21-6609","na"
"plot",3,"NC21-6610","Blaze"
"plot",4,"NC21-6610","na"
"plot",196,"NC21-6610","na"
"plot",197,"NC21-6610","Blaze"
"plot",112,"NF00407","na"
"plot",113,"NF00407","Blaze"
"plot",221,"NF00407","Blaze"
"plot",222,"NF00407","na"
"plot",157,"NF01401B","Blaze"
"plot",158,"NF01401B","na"
"plot",238,"NF01401B","Blaze"
"plot",239,"NF01401B","na"
"plot",144,"NF01404A","Blaze"
"plot",145,"NF01404A","na"
"plot",280,"NF01404A","na"
"plot",281,"NF01404A","Blaze"
"plot",118,"NF05424_2","na"
"plot",119,"NF05424_2","Blaze"
"plot",243,"NF05424_2","Blaze"
"plot",244,"NF05424_2","na"
"plot",28,"NF12AS-100-4_2","na"
"plot",29,"NF12AS-100-4_2","Blaze"
"plot",229,"NF12AS-100-4_2","na"
"plot",230,"NF12AS-100-4_2","Blaze"
"plot",83,"NF12AS-107-4_2-1","na"
"plot",84,"NF12AS-107-4_2-1","Blaze"
"plot",263,"NF12AS-107-4_2-1","na"
"plot",264,"NF12AS-107-4_2-1","Blaze"
"plot",129,"NF12AS-107-4_4","Blaze"
"plot",130,"NF12AS-107-4_4","na"
"plot",189,"NF12AS-107-4_4","na"
"plot",190,"NF12AS-107-4_4","Blaze"
"plot",177,"NF12AS-108-4_1","Blaze"
"plot",178,"NF12AS-108-4_1","na"
"plot",276,"NF12AS-108-4_1","Blaze"
"plot",277,"NF12AS-108-4_1","na"
"plot",72,"NF12AS-108-4_4","na"
"plot",73,"NF12AS-108-4_4","Blaze"
"plot",137,"NF12AS-108-4_4","Blaze"
"plot",138,"NF12AS-108-4_4","na"
"plot",285,"NF12AS-122-4_4","Blaze"
"plot",286,"NF12AS-122-4_4","na"
"plot",303,"NF12AS-122-4_4","Blaze"
"plot",304,"NF12AS-122-4_4","na"
"plot",51,"NF12AS-73-4_3","na"
"plot",52,"NF12AS-73-4_3","Blaze"
"plot",183,"NF12AS-73-4_3","na"
"plot",184,"NF12AS-73-4_3","Blaze"
"plot",247,"NF12AS-91-4_1","Blaze"
"plot",248,"NF12AS-91-4_1","na"
"plot",315,"NF12AS-91-4_1","Blaze"
"plot",316,"NF12AS-91-4_1","na"
"plot",245,"NF13-4083-4_6","Blaze"
"plot",246,"NF13-4083-4_6","na"
"plot",267,"NF13-4083-4_6","Blaze"
"plot",268,"NF13-4083-4_6","na"
"plot",53,"NF13-4124-4_3","na"
"plot",54,"NF13-4124-4_3","Blaze"
"plot",333,"NF13-4124-4_3","na"
"plot",334,"NF13-4124-4_3","Blaze"
"plot",142,"NF13-4126-4_3","na"
"plot",143,"NF13-4126-4_3","Blaze"
"plot",257,"NF13-4126-4_3","Blaze"
"plot",258,"NF13-4126-4_3","na"
"plot",140,"NF13-4157-4_2","Blaze"
"plot",141,"NF13-4157-4_2","na"
"plot",295,"NF13-4157-4_2","na"
"plot",296,"NF13-4157-4_2","Blaze"
"plot",68,"NF13-4173-4_4","na"
"plot",69,"NF13-4173-4_4","Blaze"
"plot",165,"NF13-4173-4_4","na"
"plot",166,"NF13-4173-4_4","Blaze"
"plot",77,"NF13-4173-4_5","Blaze"
"plot",78,"NF13-4173-4_5","na"
"plot",240,"NF13-4173-4_5","na"
"plot",241,"NF13-4173-4_5","Blaze"
"plot",116,"NF13-4214-4_1","Blaze"
"plot",117,"NF13-4214-4_1","na"
"plot",203,"NF13-4214-4_1","na"
"plot",204,"NF13-4214-4_1","Blaze"
"plot",70,"NF13-4214-4_5","Blaze"
"plot",71,"NF13-4214-4_5","na"
"plot",201,"NF13-4214-4_5","na"
"plot",202,"NF13-4214-4_5","Blaze"
"plot",36,"NF18","Blaze"
"plot",37,"NF18","na"
"plot",193,"NF18","Blaze"
"plot",194,"NF18","na"
"plot",81,"NF502_5","na"
"plot",82,"NF502_5","Blaze"
"plot",131,"NF502_5","na"
"plot",132,"NF502_5","Blaze"
"plot",180,"NF97405-1","Blaze"
"plot",181,"NF97405-1","na"
"plot",306,"NF97405-1","na"
"plot",307,"NF97405-1","Blaze"
"plot",153,"NF97405B2","na"
"plot",154,"NF97405B2","Blaze"
"plot",287,"NF97405B2","na"
"plot",288,"NF97405B2","Blaze"
"plot",45,"NF99401_1-1","Blaze"
"plot",46,"NF99401_1-1","na"
"plot",321,"NF99401_1-1","na"
"plot",322,"NF99401_1-1","Blaze"
"plot",209,"NF99414","na"
"plot",210,"NF99414","Blaze"
"plot",274,"NF99414","na"
"plot",275,"NF99414","Blaze"
"plot",13,"NF99414-1","Blaze"
"plot",14,"NF99414-1","na"
"plot",255,"NF99414-1","Blaze"
"plot",256,"NF99414-1","na"
"plot",74,"NORA","na"
"plot",75,"NORA","Blaze"
"plot",215,"NORA","na"
"plot",216,"NORA","Blaze"
"plot",22,"OKAY","Blaze"
"plot",23,"OKAY","na"
"plot",265,"OKAY","na"
"plot",266,"OKAY","Blaze"
"plot",6,"OZARK|POGI","na"
"plot",7,"OZARK|POGI","Blaze"
"plot",43,"OZARK|POGI","na"
"plot",44,"OZARK|POGI","Blaze"
"plot",98,"PA7617-3460","na"
"plot",99,"PA7617-3460","Blaze"
"plot",253,"PA7617-3460","Blaze"
"plot",254,"PA7617-3460","na"
"plot",85,"PA7617-3658","Blaze"
"plot",86,"PA7617-3658","na"
"plot",217,"PA7617-3658","na"
"plot",218,"PA7617-3658","Blaze"
"plot",24,"SCLA17031SBSS-4-1","Blaze"
"plot",25,"SCLA17031SBSS-4-1","na"
"plot",110,"SCLA17031SBSS-4-1","na"
"plot",111,"SCLA17031SBSS-4-1","Blaze"
"plot",100,"SCLA17080SBS-4-2","Blaze"
"plot",101,"SCLA17080SBS-4-2","na"
"plot",269,"SCLA17080SBS-4-2","Blaze"
"plot",270,"SCLA17080SBS-4-2","na"
"plot",38,"TX18OCS9100","Blaze"
"plot",39,"TX18OCS9100","na"
"plot",120,"TX18OCS9100","Blaze"
"plot",121,"TX18OCS9100","na"
"plot",34,"TX18OCS9104","Blaze"
"plot",35,"TX18OCS9104","na"
"plot",155,"TX18OCS9104","Blaze"
"plot",156,"TX18OCS9104","na"
"plot",30,"TX18OCS9125","na"
"plot",31,"TX18OCS9125","Blaze"
"plot",219,"TX18OCS9125","Blaze"
"plot",220,"TX18OCS9125","na"
"plot",61,"TX19CAS0058","na"
"plot",62,"TX19CAS0058","Blaze"
"plot",102,"TX19CAS0058","Blaze"
"plot",103,"TX19CAS0058","na"
