"plot_number","prow","pcol","grow","gcol","subplot"
336,26,"5",1,1,3
336,26,"5",1,2,2
336,26,"5",1,3,1
313,26,"6",1,1,3
313,26,"6",1,2,2
313,26,"6",1,3,1
312,26,"7",1,1,3
312,26,"7",1,2,2
312,26,"7",1,3,1
231,26,"8",1,1,3
231,26,"8",1,2,2
231,26,"8",1,3,1
230,26,"9",1,1,3
230,26,"9",1,2,2
230,26,"9",1,3,1
207,26,"10",1,1,3
207,26,"10",1,2,2
207,26,"10",1,3,1
206,26,"11",1,1,3
206,26,"11",1,2,2
206,26,"11",1,3,1
125,26,"12",1,1,3
125,26,"12",1,2,2
125,26,"12",1,3,1
124,26,"13",1,1,3
124,26,"13",1,2,2
124,26,"13",1,3,1
101,26,"14",1,1,3
101,26,"14",1,2,2
101,26,"14",1,3,1
914,27,"1",1,1,3
914,27,"1",1,2,2
914,27,"1",1,3,1
913,27,"2",1,1,3
913,27,"2",1,2,2
913,27,"2",1,3,1
912,27,"3",1,1,3
912,27,"3",1,2,2
912,27,"3",1,3,1
911,27,"4",1,1,3
911,27,"4",1,2,2
911,27,"4",1,3,1
910,27,"5",1,1,3
910,27,"5",1,2,2
910,27,"5",1,3,1
909,27,"6",1,1,3
909,27,"6",1,2,2
909,27,"6",1,3,1
908,27,"7",1,1,3
908,27,"7",1,2,2
908,27,"7",1,3,1
907,27,"8",1,1,3
907,27,"8",1,2,2
907,27,"8",1,3,1
906,27,"9",1,1,3
906,27,"9",1,2,2
906,27,"9",1,3,1
905,27,"10",1,1,3
905,27,"10",1,2,2
905,27,"10",1,3,1
904,27,"11",1,1,3
904,27,"11",1,2,2
904,27,"11",1,3,1
903,27,"12",1,1,3
903,27,"12",1,2,2
903,27,"12",1,3,1
902,27,"13",1,1,3
902,27,"13",1,2,2
902,27,"13",1,3,1
901,27,"14",1,1,3
901,27,"14",1,2,2
901,27,"14",1,3,1
