268.3459 6.277891
267.7016 6.654545
254.3574 6.518607
267.837 6.276922
255.7007 6.209
274.2825 6.317104
275.2606 5.914089
279.8364 6.115521
278.5427 5.150646
280.4059 4.59189
256.6116 4.583929
262.6289 4.777037
271.009 4.68048
248.0411 5.341885
233.0099 5.840534
227.5871 5.816831
211.9213 6.339397
227.3137 5.922591
226.7965 5.764665
226.4735 5.881182
211.4203 6.407484
228.3584 6.28132
228.1826 6.194723
214.1688 6.368776
188.1171 6.854706
182.1161 6.165793
168.8668 5.759267
194.3602 5.184711
188.763 4.709043
177.0322 4.908898
188.7575 4.956995
182.5883 4.975296
182.1265 4.785275
175.5305 4.231674
184.8677 4.342999
167.7764 4.578547
147.0891 4.042342
140.1781 3.767133
122.682 3.796255
116.7016 3.635988
140.7819 4.074921
143.8588 4.267768
126.4669 4.488647
119.9141 3.615493
119.3161 4.146478
123.8272 5.282418
122.1167 4.608657
125.5572 4.523493
122.5181 4.831087
125.5911 4.525724
111.3773 4.488597
80.76693 3.715099
62.37369 3.906049
44.0724 4.049708
35.46626 4.33628
55.36511 3.6863
68.35192 3.193558
86.86646 3.27637
119.0933 3.49761
130.2815 2.78019
120.2046 2.524057
93.46 2.130448
97.9812 2.110476
129.3909 1.388332
140.5489 1.047046
157.6399 0.7596326
157.4872 1.305825
167.0826 1.074498
159.4118 1.260554
141.5189 1.451324
133.7433 1.984907
124.2429 1.920731
123.3763 1.266462
127.0049 2.326909
127.8455 1.830306
147.4173 1.699175
167.5641 2.063727
147.1465 2.305241
158.3652 2.535308
137.2529 2.09726
134.1348 2.323219
131.2402 1.998745
102.7162 1.798428
111.9103 2.049919
114.6741 2.563912
91.15528 1.942941
63.76219 1.72534
65.94744 1.982232
36.60763 2.492999
9.752906 1.743753
19.54086 1.385179
23.8767 2.067726
20.62083 2.55929
11.49137 2.013462
-7.680506 2.163551
-21.49044 2.310647
-6.595443 1.617682
-29.09236 1.583213
-30.28577 1.615665
-51.53665 2.047187
